	Domain	Phylum	Class	Order	Family	Genus	Species
ASV7435	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Bacillaceae	D_5__Bacillus	
ASV7436	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV7437	D_0__Bacteria	D_1__Bacteroidetes	D_2__Ignavibacteria	D_3__OPB56	D_4__uncultured bacterium		
ASV7438	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Ettlia pseudoalveolaris	D_5__Ettlia pseudoalveolaris	D_6__Ettlia pseudoalveolaris
ASV7439	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__Acidobacteriaceae (Subgroup 1)	D_5__Edaphobacter	
ASV7440	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae		
ASV7441	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia				
ASV7442	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Terrimicrobiaceae	D_5__Terrimicrobium	D_6__uncultured Verrucomicrobiales bacterium
ASV7443	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Terrimonas	
ASV7444	D_0__Bacteria	D_1__Chloroflexi	D_2__Dehalococcoidia	D_3__S085			
ASV7445	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__env.OPS 17		
ASV7446	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured	D_5__metagenome	D_6__metagenome
ASV7447	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__Planctomycetales bacterium Ellin7224	D_6__Planctomycetales bacterium Ellin7224
ASV7448	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Crocinitomicaceae	D_5__Fluviicola	
ASV7449	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV7450	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Weeksellaceae	D_5__Chryseobacterium	
ASV7451	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Pseudomonas	
ASV7452	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Subgroup 2	D_4__uncultured Holophaga sp.	D_5__uncultured Holophaga sp.	D_6__uncultured Holophaga sp.
ASV7453	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__IS-44	D_6__uncultured Nitrosomonadaceae bacterium
ASV7454	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__Acidobacteria bacterium WX27	D_4__Acidobacteria bacterium WX27	D_5__Acidobacteria bacterium WX27	D_6__Acidobacteria bacterium WX27
ASV7455	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV7456	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__uncultured	
ASV7457	D_0__Bacteria	D_1__Fibrobacteres	D_2__Fibrobacteria	D_3__Fibrobacterales	D_4__Fibrobacteraceae	D_5__possible genus 04	D_6__uncultured soil bacterium
ASV7458	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__uncultured eubacterium WD283	D_6__uncultured eubacterium WD283
ASV7459	D_0__Bacteria	D_1__Chloroflexi	D_2__Ktedonobacteria	D_3__C0119	D_4__uncultured candidate division SAM bacterium	D_5__uncultured candidate division SAM bacterium	D_6__uncultured candidate division SAM bacterium
ASV7460	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
ASV7461	D_0__Bacteria	D_1__Acidobacteria	D_2__Holophagae	D_3__Subgroup 7	D_4__uncultured Desulfovirga sp.	D_5__uncultured Desulfovirga sp.	D_6__uncultured Desulfovirga sp.
ASV7462	D_0__Bacteria	D_1__Patescibacteria	D_2__Parcubacteria	D_3__Candidatus Adlerbacteria			
ASV7463	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV7464	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__Anaerolineales	D_4__Anaerolineaceae	D_5__uncultured	
ASV7465	D_0__Bacteria	D_1__Armatimonadetes	D_2__Armatimonadia	D_3__Armatimonadales	D_4__uncultured Chloroflexi bacterium	D_5__uncultured Chloroflexi bacterium	D_6__uncultured Chloroflexi bacterium
ASV7466	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Pedosphaerales	D_4__Pedosphaeraceae	D_5__ADurb.Bin063-1	D_6__bacterium Ellin515
ASV7467	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingobium	
ASV7468	D_0__Bacteria	D_1__Cyanobacteria	D_2__Sericytochromatia	D_3__uncultured Bacillales bacterium	D_4__uncultured Bacillales bacterium	D_5__uncultured Bacillales bacterium	D_6__uncultured Bacillales bacterium
ASV7469	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pir4 lineage	
ASV7470	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia				
ASV7471	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__Rubritaleaceae	D_5__Luteolibacter	D_6__Verrucomicrobium sp. IMCC25902
ASV7472	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Thermoactinomycetaceae	D_5__Shimazuella	D_6__Shimazuella sp. FXJ7.206
ASV7473	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pir4 lineage	D_6__uncultured Pasteuria sp.
ASV7474	D_0__Bacteria	D_1__Patescibacteria	D_2__Microgenomatia	D_3__Candidatus Levybacteria			
ASV7475	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__Saccharimonadaceae	D_5__Candidatus Saccharibacteria bacterium RAAC3_TM7_1	D_6__Candidatus Saccharibacteria bacterium RAAC3_TM7_1
ASV7476	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Planococcaceae	D_5__Psychrobacillus	
ASV7477	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__Anaerolineales	D_4__Anaerolineaceae	D_5__uncultured	
ASV7478	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__uncultured eubacterium WD283	D_6__uncultured eubacterium WD283
ASV7479	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV7480	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV7481	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Reyranellales	D_4__Reyranellaceae	D_5__uncultured	
ASV7482	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV7483	D_0__Bacteria	D_1__Actinobacteria					
ASV7484	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae	D_5__Lysobacter	
ASV7485	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae	D_5__Gemmata	
ASV7486	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Beijerinckiaceae	D_5__Methylobacterium	D_6__Methylobacterium sp. LAT_E4
ASV7487	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Pseudomonas	
ASV7488	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__11-24	D_4__uncultured Acidobacteriales bacterium	D_5__uncultured Acidobacteriales bacterium	D_6__uncultured Acidobacteriales bacterium
ASV7489	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__Rubritaleaceae	D_5__Luteolibacter	
ASV7490	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group		
ASV7491	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Opitutales	D_4__Opitutaceae	D_5__Opitutus	
ASV7492	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	D_6__uncultured delta proteobacterium
ASV7493	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae		
ASV7494	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	D_6__Bdellovibrio sp. SKB1291214
ASV7495	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__A21b	D_5__uncultured delta proteobacterium	D_6__uncultured delta proteobacterium
ASV7496	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Diplorickettsiales	D_4__Diplorickettsiaceae	D_5__uncultured	D_6__agricultural soil bacterium SC-I-81
ASV7497	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV7498	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__SWB02	D_6__alpha proteobacterium U9-1i
ASV7499	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Variovorax	
ASV7500	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pir4 lineage	D_6__uncultured Pasteuria sp.
ASV7501	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ASV7502	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__Acidobacteriaceae (Subgroup 1)		
ASV7503	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	D_6__Acidobacteria bacterium 13_2_20CM_56_17
ASV7504	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Pseudoflavitalea	
ASV7505	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	D_6__Verrucomicrobia bacterium OR-59
ASV7506	D_0__Bacteria	D_1__Rokubacteria	D_2__NC10	D_3__Rokubacteriales	D_4__uncultured soil bacterium	D_5__uncultured soil bacterium	D_6__uncultured soil bacterium
ASV7507	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__CCD24	D_4__uncultured soil bacterium	D_5__uncultured soil bacterium	D_6__uncultured soil bacterium
ASV7508	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Spirosomaceae	D_5__Spirosoma	
ASV7509	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae		
ASV7510	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	
ASV7511	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Rhodanobacteraceae		
ASV7512	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pir4 lineage	
ASV7513	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Hymenobacteraceae	D_5__Adhaeribacter	
ASV7514	D_0__Bacteria	D_1__Acidobacteria	D_2__Holophagae	D_3__Subgroup 7			
ASV7515	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV7516	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV7517	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Frankiales	D_4__Geodermatophilaceae	D_5__Blastococcus	
ASV7518	D_0__Bacteria	D_1__Rokubacteria	D_2__NC10	D_3__Rokubacteriales	D_4__uncultured proteobacterium	D_5__uncultured proteobacterium	D_6__uncultured proteobacterium
ASV7519	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pirellula	D_6__uncultured soil bacterium
ASV7520	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__11-24			
ASV7521	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__SC-I-84		
ASV7522	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__uncultured Planctomycetia bacterium	D_6__uncultured Planctomycetia bacterium
ASV7523	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Chthoniobacter	D_6__uncultured soil bacterium
ASV7524	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
ASV7525	D_0__Bacteria						
ASV7526	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV7527	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__uncultured	D_6__uncultured prokaryote
ASV7528	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 22				
ASV7529	D_0__Bacteria	D_1__Rokubacteria	D_2__NC10	D_3__Rokubacteriales	D_4__bacterium WX65	D_5__bacterium WX65	D_6__bacterium WX65
ASV7530	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__uncultured	
ASV7531	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
ASV7532	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Acidimicrobiales	D_4__Acidimicrobiaceae	D_5__uncultured	D_6__uncultured actinobacterium
ASV7533	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 22	D_3__uncultured Holophaga sp.	D_4__uncultured Holophaga sp.	D_5__uncultured Holophaga sp.	D_6__uncultured Holophaga sp.
ASV7534	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Opitutales	D_4__Opitutaceae	D_5__Lacunisphaera	
ASV7535	D_0__Bacteria	D_1__Proteobacteria					
ASV7536	D_0__Bacteria	D_1__Actinobacteria					
ASV7537	D_0__Bacteria	D_1__Latescibacteria	D_2__uncultured Acidobacterium sp.	D_3__uncultured Acidobacterium sp.	D_4__uncultured Acidobacterium sp.	D_5__uncultured Acidobacterium sp.	D_6__uncultured Acidobacterium sp.
ASV7538	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6	D_3__uncultured bacterium 126	D_4__uncultured bacterium 126	D_5__uncultured bacterium 126	D_6__uncultured bacterium 126
ASV7539	D_0__Bacteria	D_1__Chloroflexi	D_2__KD4-96	D_3__bacterium Ellin6529	D_4__bacterium Ellin6529	D_5__bacterium Ellin6529	D_6__bacterium Ellin6529
ASV7540	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
ASV7541	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli				
ASV7542	D_0__Bacteria						
ASV7543	D_0__Bacteria	D_1__Chloroflexi	D_2__AD3	D_3__uncultured forest soil bacterium	D_4__uncultured forest soil bacterium	D_5__uncultured forest soil bacterium	D_6__uncultured forest soil bacterium
ASV7544	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae		
ASV7545	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae	D_5__uncultured	D_6__uncultured Planctomycetia bacterium
ASV7546	D_0__Bacteria	D_1__Rokubacteria	D_2__NC10	D_3__Rokubacteriales	D_4__bacterium WX65	D_5__bacterium WX65	D_6__bacterium WX65
ASV7547	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__Halieaceae		
ASV7548	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__RBG-13-54-9	D_4__uncultured sludge bacterium A31	D_5__uncultured sludge bacterium A31	D_6__uncultured sludge bacterium A31
ASV7549	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__uncultured	D_6__uncultured Ralstonia sp.
ASV7550	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 5	D_3__uncultured Acidobacteriaceae bacterium	D_4__uncultured Acidobacteriaceae bacterium	D_5__uncultured Acidobacteriaceae bacterium	D_6__uncultured Acidobacteriaceae bacterium
ASV7551	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101 soil group	D_5__uncultured organism	D_6__uncultured organism
ASV7552	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae	D_5__Zavarzinella	
ASV7553	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Blastocatellales	D_4__Blastocatellaceae	D_5__Aridibacter	D_6__Aridibacter famidurans
ASV7554	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__A21b	D_5__uncultured Rubrobacterales bacterium	D_6__uncultured Rubrobacterales bacterium
ASV7555	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavisolibacter	
ASV7556	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__env.OPS 17	D_5__uncultured Alistipes sp.	D_6__uncultured Alistipes sp.
ASV7557	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium LWQ8	D_5__bacterium LWQ8	D_6__bacterium LWQ8
ASV7558	D_0__Bacteria	D_1__Chloroflexi	D_2__Dehalococcoidia	D_3__S085	D_4__marine sediment metagenome	D_5__marine sediment metagenome	D_6__marine sediment metagenome
ASV7559	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium LWQ8	D_5__bacterium LWQ8	D_6__bacterium LWQ8
ASV7560	D_0__Bacteria	D_1__Patescibacteria	D_2__Parcubacteria	D_3__Candidatus Doudnabacteria			
ASV7561	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Nocardioidaceae	D_5__Nocardioides	
ASV7562	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	D_6__Bdellovibrio exovorus JSS
ASV7563	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavisolibacter	
ASV7564	D_0__Bacteria	D_1__Patescibacteria	D_2__Parcubacteria	D_3__Candidatus Doudnabacteria	D_4__Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_48_18	D_5__Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_48_18	D_6__Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_48_18
ASV7565	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Spirosomaceae	D_5__Spirosoma	
ASV7566	D_0__Bacteria	D_1__Bacteroidetes	D_2__Ignavibacteria	D_3__OPB56	D_4__uncultured bacterium		
ASV7567	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales			
ASV7568	D_0__Bacteria	D_1__Chloroflexi	D_2__P2-11E	D_3__uncultured Chloroflexi bacterium	D_4__uncultured Chloroflexi bacterium	D_5__uncultured Chloroflexi bacterium	D_6__uncultured Chloroflexi bacterium
ASV7569	D_0__Bacteria	D_1__Patescibacteria	D_2__Saccharimonadia	D_3__Saccharimonadales	D_4__bacterium LWQ8	D_5__bacterium LWQ8	D_6__bacterium LWQ8
ASV7570	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Massilia	
ASV7571	D_0__Bacteria	D_1__Acidobacteria	D_2__Blastocatellia (Subgroup 4)	D_3__Pyrinomonadales	D_4__Pyrinomonadaceae	D_5__RB41	D_6__uncultured bacterium 253
ASV7572	D_0__Bacteria						
ASV7573	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV7574	D_0__Bacteria	D_1__Chloroflexi	D_2__Chloroflexia	D_3__Chloroflexales	D_4__Roseiflexaceae	D_5__uncultured	D_6__uncultured Chloroflexaceae bacterium
ASV7575	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Xanthobacteraceae	D_5__uncultured	
ASV7576	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae	D_5__Zavarzinella	D_6__Zavarzinella formosa
ASV7577	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV7578	D_0__Bacteria	D_1__Cyanobacteria	D_2__Melainabacteria	D_3__Obscuribacterales			
ASV7579	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__RBG-13-54-9	D_4__uncultured sludge bacterium A31	D_5__uncultured sludge bacterium A31	D_6__uncultured sludge bacterium A31
ASV7580	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	D_6__uncultured Luteolibacter sp.
ASV7581	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Steroidobacterales	D_4__Steroidobacteraceae		
ASV7582	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Solibacterales	D_4__Solibacteraceae (Subgroup 3)	D_5__Bryobacter	D_6__Acidobacteria bacterium WX72
ASV7583	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
ASV7584	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales	D_4__Chthoniobacteraceae	D_5__Candidatus Udaeobacter	D_6__uncultured Luteolibacter sp.
ASV7585	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Thermoactinomycetaceae	D_5__Shimazuella	D_6__Shimazuella sp. FXJ7.206
ASV7586	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Pedosphaerales	D_4__Pedosphaeraceae	D_5__uncultured Pedosphaera sp.	D_6__uncultured Pedosphaera sp.
ASV7587	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Dongiales	D_4__Dongiaceae	D_5__Dongia	D_6__Rhodospirillales bacterium WX36
ASV7588	D_0__Bacteria	D_1__Acidobacteria	D_2__Acidobacteriia	D_3__Acidobacteriales	D_4__uncultured	D_5__uncultured Candidatus Koribacter sp.	D_6__uncultured Candidatus Koribacter sp.
ASV7589	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae	D_5__Phaeodactylibacter	D_6__uncultured Haliscomenobacter sp.
ASV7590	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Spirosomaceae	D_5__Spirosoma	
ASV7591	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Segetibacter	
ASV7592	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast			
ASV7593	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Pseudomonas	
ASV7594	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Pedosphaerales	D_4__Pedosphaeraceae	D_5__ADurb.Bin063-1	
ASV7595	D_0__Bacteria	D_1__Armatimonadetes	D_2__Armatimonadia	D_3__Armatimonadales	D_4__uncultured eubacterium WD294	D_5__uncultured eubacterium WD294	D_6__uncultured eubacterium WD294
ASV7596	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae		
ASV7597	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup 6				
ASV7598	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Nitrosomonadaceae	D_5__IS-44	D_6__uncultured Nitrosomonadaceae bacterium
ASV7599	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavisolibacter	
ASV7600	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Acetobacterales	D_4__Acetobacteraceae		
ASV7601	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Gemmatales	D_4__Gemmataceae		
ASV7602	D_0__Bacteria						
ASV7603	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__mle1-27	D_5__uncultured proteobacterium	D_6__uncultured proteobacterium
